s_city_id,s_city,s_lat,s_lon,s_pop,s_country,s_Volume,s_Vol2,e_city_id,e_City,e_lat,e_lon,e_pop,e_country,e_vol,e_Vol2
204,Kure,34.25097007,132.5655928,196807.5,Japan,8,822,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
205,Kushiro,42.97495953,144.3746911,191089,Japan,21,593,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
206,Kuwait,29.36971763,47.97830115,1061532,Kuwait,26,780,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
207,Kuznetsk,53.12041262,46.59998734,93027,Russia,20,689,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
208,Kwekwe,-18.92960814,29.79997921,80788,Zimbabwe,12,853,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
209,La Plata,-34.90961465,-57.95996118,440388.5,Argentina,10,653,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
210,La Rioja,-29.40995034,-66.84996118,147130,Argentina,27,917,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
211,Riyadh,24.64083315,46.77274166,4335480.5,Saudi Arabia,7,679,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
212,Rzeszow,50.07046958,22.00004187,202034,Poland,36,793,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
213,Siauliai,55.93863853,23.32502559,132057.5,Lithuania,11,994,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
214,Sonsonate,13.7199752,-89.7299858,139724,El Salvador,11,632,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
215,Toronto,43.69997988,-79.42002079,4573710.5,Canada,9,893,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
216,Tripoli,32.89250002,13.18001176,1209199,Libya,34,665,562,Reykjavík,64.15002362,-21.95001449,140059,Iceland,1241978,27
217,Chimoio,-19.12003579,33.47003943,242538.5,Mozambique,28,578,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
218,Clarksville,36.5300816,-87.35943282,122115,United States of America,6,805,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
219,Duluth,46.78333173,-92.10637822,82026.5,United States of America,24,664,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
220,Ipswich,52.07034751,1.169995482,139012,United Kingdom,4,574,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
221,Iquique,-20.24999266,-70.12996769,223012,Chile,9,846,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
222,Irkutsk,52.31997052,104.2450476,572325,Russia,35,531,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
223,Luxembourg,49.61166038,6.130002806,91972,Luxembourg,2,879,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
224,Lysychansk,48.92041058,38.42735958,118010.5,Ukraine,5,737,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
225,Macau,22.20299746,113.5450484,568700,Macau S.A.R,2,804,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
226,Machakos,-1.509534486,37.25998897,88448,Kenya,8,697,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
227,Macon,32.85038373,-83.63004806,104932.5,United States of America,4,667,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
228,Maebashi,36.39269981,139.0726892,313791,Japan,5,814,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
229,Magnitogorsk,53.42269391,58.98000688,308724.5,Russia,9,742,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
230,Nürnberg,49.44999066,11.0799849,618270.5,Germany,13,661,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
231,Naga,13.61915448,123.1813594,458283,Philippines,24,746,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
232,Nagaoka,37.45041302,138.8600406,187560,Japan,20,952,389,Miami,25.7876107,-80.22410608,2983947,United States of America,1354625,14
233,Rio Branco,-9.966589336,-67.80000655,257642,Brazil,35,795,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
234,Shenyeng,41.80497927,123.4499735,4149596,China,4,511,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
235,Tomakomai,42.6504057,141.5500057,161355.5,Japan,31,589,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
236,Santa Cruz,36.97194629,-122.0263904,101530.5,United States of America,28,872,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
237,Sucre,-19.04097085,-65.25951563,223287,Bolivia,15,645,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
238,Utica,43.10117922,-75.23306706,81870,United States of America,1,850,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
239,Nakuru,-0.279997132,36.06998409,312315,Kenya,30,848,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
240,Namur,50.47039349,4.870028034,97155.5,Belgium,2,994,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
241,Nanjing,32.05001914,118.7799743,3383005,China,14,606,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
242,National City,32.67194501,-117.0980052,104291,United States of America,12,834,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
243,Nazareth,32.70398439,35.2955094,108129.5,Israel,16,859,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
244,New Albany,38.3108773,-85.82128382,78381.5,United States of America,24,920,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
245,New London,41.3555235,-72.10002832,61236,United States of America,4,722,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
246,New Orleans,29.99500246,-90.03996688,527428.5,United States of America,35,539,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
247,Niagara Falls,43.09482302,-79.0369434,117567,United States of America,16,689,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
248,Niigata,37.91999676,139.0400297,537534.5,Japan,19,830,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
249,Nizhnekamsk,55.64043968,51.82003048,210363,Russia,21,706,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
250,Nizhyn,51.0540788,31.89029089,95893.5,Ukraine,3,835,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
251,Noginsk,64.48331077,91.23333533,229731,Russia,16,855,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
252,Noginsk,55.87042564,38.48001786,172855,Russia,1,835,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
253,Norman,35.22791302,-97.34414636,113525,United States of America,20,534,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
254,Norrköping,58.59542727,16.17869177,85771,Sweden,24,807,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
255,Norwich,52.63036501,1.300013386,184196,United Kingdom,2,721,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
256,Nova Lima,-19.98003497,-43.8500214,60413.5,Brazil,1,551,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
257,Novo Hamburgo,-29.70962197,-51.13998987,557017,Brazil,13,520,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
258,Santa Cruz do Sul,-29.71003538,-52.44003972,109869,Brazil,2,689,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
259,Sunderland,54.92001853,-1.380029746,315449.5,United Kingdom,29,877,489,Phnom Penh,11.55003013,104.9166345,1466000,Cambodia,1504012,24
260,Monrovia,6.31055666,-10.80475163,913331,Liberia,30,764,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
261,Monterey,36.6002582,-121.8935781,77297.5,United States of America,18,547,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
262,Montevideo,-34.85804157,-56.17105229,759162,Uruguay,14,601,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
263,Montréal,45.49999921,-73.58329696,3017278,Canada,2,765,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
264,Monywa,22.1049931,95.14999548,204116.5,Myanmar,8,816,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
265,Morioka,39.72001609,141.1300313,294782.5,Japan,33,800,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
266,Mtwara,-10.26961994,40.18999101,91674,Tanzania,6,674,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
267,Mudangiang,44.57501691,129.5900122,954957.5,China,12,801,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
268,Multan,30.19997703,71.45500769,1479615,Pakistan,18,780,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
269,Murfreesboro,35.84596315,-86.39026717,100237,United States of America,27,753,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
270,Curepipe,-20.31619017,57.51663367,192087.5,Mauritius,17,513,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
271,Brest,48.39044293,-4.49500757,142914,France,26,764,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
272,Sakarya,40.76666114,30.40000251,286787,Turkey,34,806,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
273,Spartanburg,34.94942873,-81.93227055,81059,United States of America,16,736,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
274,Tucumán,-26.81600014,-65.21662419,678803.5,Argentina,13,840,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
275,Salavat,53.37034568,55.92996049,111648,Russia,19,822,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
276,Springfield,39.82000999,-89.65001652,125345,United States of America,25,845,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
277,Tuscaloosa,33.22511538,-87.54417607,100594.5,United States of America,18,606,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
278,Capenda-Camulemba,-9.4195943,18.43002722,79842.5,Angola,13,662,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
279,Rochester,43.17042564,-77.61994979,483177,United States of America,9,964,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
280,Sittwe,20.13999676,92.88000484,178387.5,Myanmar,30,657,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
281,Tottori,35.50037701,134.2332946,142635.5,Japan,30,867,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
282,Cotonou,6.400008564,2.519990599,726292,Benin,18,896,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
283,Council Bluffs,41.26227338,-95.86080021,80284.5,United States of America,15,954,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
284,Coventry,52.42040367,-1.499996583,348292,United Kingdom,24,512,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
285,Geelong,-38.16749505,144.3956335,149336,Australia,35,584,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
286,Gent,51.02999758,3.700021931,337914.5,Belgium,10,854,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
287,George,-33.95003497,22.45004024,143915,South Africa,33,578,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
288,Kara Balta,42.83062726,73.88566036,68464.5,Kyrgyzstan,6,753,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
289,Karakol,42.49204327,78.38182003,63411.5,Kyrgyzstan,32,549,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
290,Karlstad,59.36713727,13.49994055,66703.5,Sweden,1,1003,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
291,Kasama,-10.19959837,31.17994665,156500,Zambia,12,939,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
292,Katowice,50.26038047,19.02001705,1527362,Poland,2,868,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
293,Kaunas,54.95040428,23.88003048,363844.5,Lithuania,10,801,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
294,Kayes,14.44998232,-11.44001001,77207,Mali,32,983,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
295,Kayseri,38.73495994,35.49001949,562215.5,Turkey,4,909,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
296,Kecskemet,46.90004295,19.70002722,111871,Hungary,3,656,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
297,Kelang,3.020369892,101.5500183,917933.5,Malaysia,7,936,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
298,Kelowna,49.89998903,-119.4833118,110207.5,Canada,3,667,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
299,Kendu Bay,-0.359578838,34.63999385,91248,Kenya,5,696,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
300,Kericho,-0.359578838,35.28000647,67300,Kenya,4,683,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
301,Kharkiv,49.99998293,36.25002478,1338063.5,Ukraine,2,857,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
302,Khaskovo,41.94378216,25.5632869,72805,Bulgaria,24,948,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
303,Kiev,50.43336733,30.51662797,2185754,Ukraine,33,615,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
304,Otaru,43.18871909,140.9783093,139260.5,Japan,33,720,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
305,Pasay City,14.5504413,120.9999939,403064,Philippines,29,849,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
306,Corrientes,-27.48996417,-58.80998682,339945,Argentina,15,728,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
307,Corumba,-19.01601113,-57.65000594,70035.5,Brazil,24,871,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
308,Eindhoven,51.42997316,5.50001542,303836.5,Netherlands,15,902,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
309,El Jadida,33.2603587,-8.509982138,164009.5,Morocco,21,681,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
310,Santa Maria,-29.68331867,-53.80000838,239211.5,Brazil,20,703,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
311,Syzran,53.16999615,48.47997595,171589,Russia,10,912,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
312,Valdivia,-39.7950012,-73.24502303,146509,Chile,17,883,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
313,San Francisco,37.74000775,-122.4599777,2091036,United States of America,21,519,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
314,Stavanger,58.97000389,5.680004434,136999,Norway,20,735,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
315,Upington,-28.46003416,21.23001135,62086,South Africa,22,984,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
316,Rybinsk,58.05034426,38.81999711,203874.5,Russia,25,751,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
317,Songea,-10.68003416,35.65000972,120923,Tanzania,23,671,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
318,Trablous,34.42000368,35.8699963,361286,Lebanon,7,579,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
319,Coquimbo,-29.95291461,-71.34361454,159082.5,Chile,32,544,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
320,Santiago de Compostela,42.88289797,-8.541091351,87721,Spain,19,653,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
321,Szczecin,53.42039431,14.53000688,390241.5,Poland,29,926,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
322,Vallejo,38.11194887,-122.258052,133367.5,United States of America,7,569,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
323,Edinburg,26.30318646,-98.1599622,114573.5,United States of America,8,832,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
324,Muroran,42.34995892,140.9800146,125936.5,Japan,20,619,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
325,Mutare,-18.97001911,32.6500378,216785,Zimbabwe,12,857,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
326,Myeik,12.45408347,98.61148962,220009,Myanmar,25,762,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
327,Santo Angelo,-28.30004393,-54.28003076,65013,Brazil,24,826,35,Barcelona,41.38329958,2.183370319,3250797.5,Spain,2988556,22
328,Otsu,35.006402,135.8674068,437802.5,Japan,24,926,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
329,Ouagadougou,12.37031598,-1.524723756,992228.5,Burkina Faso,26,649,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
330,Oulu,64.99999758,25.47001094,132685,Finland,22,844,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
331,Ovalle,-30.59003335,-71.20005742,72984,Chile,20,938,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
332,Pakxe,15.12206016,105.8183365,95553.5,Laos,18,659,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
333,Palmerston North,-40.35269326,175.6072033,66551.5,New Zealand,4,699,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
334,Passos,-20.71001626,-46.60998214,85136.5,Brazil,1,570,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
335,Paulo Afonso,-9.330659161,-38.26565943,85350,Brazil,18,912,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
336,Pec,42.66032757,20.3107393,93481.5,Kosovo,4,860,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
337,Penza,53.18002138,44.99998165,491943,Russia,13,796,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
338,Pereira,4.81038983,-75.67999068,504434,Colombia,22,983,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
339,Peterborough,52.58041974,-0.249995363,140141,United Kingdom,30,569,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
340,Scarborough,54.28039349,-0.429984376,70571,United Kingdom,36,514,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
341,Temirtau,50.06501772,72.96499304,167193.5,Kazakhstan,36,997,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
342,Vitória,-20.32399331,-40.36599634,1008328,Brazil,16,556,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
343,Cartagena,10.39973859,-75.51439356,887000,Colombia,35,529,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
344,Schenectady,42.81458173,-73.93996769,104767.5,United States of America,11,557,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
345,Temuco,-38.73000161,-72.57999903,252015,Chile,1,574,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
346,Volsk,52.03471661,47.37430701,62027,Russia,27,892,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
347,Badajoz,38.8804291,-6.96997278,115638.5,Spain,12,675,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
348,Richmond,37.55001935,-77.449986,551443,United States of America,19,922,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
349,Savannakhet,16.53758099,104.772974,75725.5,Laos,31,673,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
350,Shangqiu,34.45041526,115.6500362,967109,China,2,665,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
351,Taza,34.22037762,-4.019971966,170761.5,Morocco,6,604,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
352,Tokushima,34.06738955,134.5525,355552.5,Japan,35,699,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
353,Visalia,36.32502952,-119.3160094,114699.5,United States of America,33,871,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
354,Daqing,46.57995913,125.0000081,948244,China,27,702,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
355,Darwin,-12.42535398,130.8500386,82973,Australia,22,532,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
356,Dayton,39.750376,-84.19998743,466067,United States of America,32,805,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
357,Ordu,41.00042889,37.8699259,135952.5,Turkey,6,830,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
358,Orsk,51.21001243,58.62731523,159353,Russia,30,747,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
359,Osh,40.54040529,72.79001664,295638.5,Kyrgyzstan,31,691,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
360,Oskemen,49.99003522,82.61494665,284350.5,Kazakhstan,35,734,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
361,Osnabrück,52.28043805,8.049988972,198865,Germany,1,852,1,Alexandria,31.20001935,29.94999589,3988258,Egypt,3502678,11
362,Groningen,53.22040651,6.580001179,198941,Netherlands,12,730,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
363,Groznyy,43.31868532,45.69869869,221237.5,Russia,26,661,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
364,Grudziadz,53.48039064,18.75000769,100964.5,Poland,16,734,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
365,Guangzhou,23.1449813,113.3250101,5990912.5,China,5,773,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
366,Gujranwala,32.16042584,74.18502193,1448735.5,Pakistan,36,591,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
367,Gweru,-19.45004148,29.82002966,164715.5,Zimbabwe,7,604,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
368,Gyor,47.70035585,17.63002437,132173,Hungary,13,1004,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
369,Sarqan,45.42033999,79.91490474,61329,Kazakhstan,21,881,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
370,Tarragona,41.12036989,1.249990599,107957.5,Spain,11,942,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
371,Vientiane,17.96669273,102.59998,662174,Laos,22,989,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
372,Besancon,47.22999697,6.03000891,124193,France,33,615,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
373,Bethlehem,-28.21958372,28.29996741,66373,South Africa,14,523,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
374,Beziers,43.35049217,3.209974323,77759.5,France,1,870,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
375,Bialystok,53.15035911,23.1699963,288722.5,Poland,16,915,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
376,Biarritz,43.47327537,-1.561594891,89268,France,16,645,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
377,Billings,45.78830202,-108.5400004,102151.5,United States of America,26,949,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
378,Bishkek,42.87307945,74.58520422,820606,Kyrgyzstan,16,808,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
379,Bitola,41.03905703,21.33951371,75551,Macedonia,4,735,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
380,Biysk,52.53406598,85.18000972,209796.5,Russia,34,990,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
381,Bloemfontein,-29.11999388,26.22991288,459866.5,South Africa,29,737,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
382,Bloomington,40.48459475,-88.99359664,99842.5,United States of America,35,979,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
383,Blumenau,-26.9200248,-49.0899858,286326,Brazil,30,716,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
384,Bobo Dioulasso,11.1799752,-4.289981325,346035,Burkina Faso,36,632,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
385,Bonao,18.94200314,-70.40899757,73269,Dominican Republic,21,799,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
386,Borås,57.7304413,12.91997595,64115.5,Sweden,23,528,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
387,Bowling Green,36.99069948,-86.44364893,61349,United States of America,11,528,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
388,Bremerhaven,53.55043805,8.579982461,127598.5,Germany,7,623,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
389,Bridgeport,41.17997866,-73.19996118,578545,United States of America,13,975,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
390,Brighton,50.83034568,-0.169974407,321004.5,United Kingdom,12,853,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
391,Brikama,13.28036379,-16.65994979,136418,The Gambia,17,937,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
392,Brisbane,-27.45503091,153.0350927,1393176.5,Australia,22,565,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
393,Bristol,51.44999778,-2.583315472,492120.5,United Kingdom,2,774,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
394,Brownsville,25.91997988,-97.50000248,174707,United States of America,16,748,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
395,Brugge,51.22037355,3.230024779,131589,Belgium,31,638,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
396,Brusque,-27.12998615,-48.9300214,81163.5,Brazil,15,603,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
397,Bryan,30.67418581,-96.36968388,108156.5,United States of America,29,722,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
398,Bryansk,53.25999066,34.42998083,426510,Russia,26,712,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
399,Bucharest,44.4333718,26.09994665,1842097,Romania,21,686,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
400,Bulawayo,-20.16999754,28.58000199,697096,Zimbabwe,5,869,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
401,Burgos,42.35039817,-3.67996688,150251,Spain,21,878,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
402,Byumba,-1.579556052,30.06001501,70593,Rwanda,7,581,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
403,Cachoeira do Sul,-30.02996417,-52.90998519,61871,Brazil,12,751,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
